id,leadId,activityDate,activityTypeId,campaignId,primaryAttributeValueId,primaryAttributeValue,Choice Number,Device,Is Mobile Device,Platform,Step ID,Subcategory
46489929,1010622,2017-01-25T23:42:43Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46489930,1795576,2017-01-25T23:42:45Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46489931,1139193,2017-01-25T23:42:46Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46489932,1672848,2017-01-25T23:42:48Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win8.1,34437
46489933,40212,2017-01-25T23:42:50Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46489935,20466,2017-01-25T23:42:53Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46489936,1760075,2017-01-25T23:42:57Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46489937,1748818,2017-01-25T23:42:59Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46489938,54974,2017-01-25T23:43:00Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46489940,20720,2017-01-25T23:43:02Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46489941,1019732,2017-01-25T23:43:02Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46489942,54197,2017-01-25T23:43:03Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46489943,5106,2017-01-25T23:43:07Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46489944,1759068,2017-01-25T23:43:07Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46489947,28007,2017-01-25T23:43:10Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490305,1011331,2017-01-25T23:42:02Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490306,41104,2017-01-25T23:42:05Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490307,18938,2017-01-25T23:42:08Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490308,53898,2017-01-25T23:42:11Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490309,1671652,2017-01-25T23:42:14Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,WinXP,34437
46490310,1006655,2017-01-25T23:42:16Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,Android,34437
46490312,33048,2017-01-25T23:42:17Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490313,1880035,2017-01-25T23:42:17Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490314,1409503,2017-01-25T23:42:19Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490315,1671912,2017-01-25T23:42:22Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490316,953,2017-01-25T23:42:23Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490318,1009401,2017-01-25T23:42:30Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490319,28619,2017-01-25T23:42:31Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490320,1025445,2017-01-25T23:42:32Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46490321,23977,2017-01-25T23:42:33Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490322,1025403,2017-01-25T23:42:35Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490323,54711,2017-01-25T23:42:36Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490324,1933569,2017-01-25T23:42:44Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490325,57790,2017-01-25T23:42:49Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win8.1,34437
46490326,33770,2017-01-25T23:42:51Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46490328,1018145,2017-01-25T23:42:53Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win8.1,34437
46490329,11935,2017-01-25T23:42:59Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490330,1011635,2017-01-25T23:43:01Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46490331,1025984,2017-01-25T23:43:02Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490333,28220,2017-01-25T23:43:04Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,WinNT,34437
46490335,1005277,2017-01-25T23:43:12Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490336,1086639,2017-01-25T23:43:12Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490337,1023018,2017-01-25T23:43:14Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490338,1008014,2017-01-25T23:43:14Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490339,1671906,2017-01-25T23:43:15Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46490340,1005513,2017-01-25T23:43:15Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490341,36210,2017-01-25T23:43:15Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490342,1023431,2017-01-25T23:43:16Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490343,9175,2017-01-25T23:43:17Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490345,55311,2017-01-25T23:43:19Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490346,1858835,2017-01-25T23:43:21Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490347,25846,2017-01-25T23:43:21Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490348,1023951,2017-01-25T23:43:23Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46490349,7351,2017-01-25T23:43:25Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490350,1026556,2017-01-25T23:43:27Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46490351,44308,2017-01-25T23:43:28Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490352,1010093,2017-01-25T23:43:29Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490353,1671430,2017-01-25T23:43:38Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490354,56518,2017-01-25T23:43:39Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46490355,1956288,2017-01-25T23:43:42Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490356,32741,2017-01-25T23:43:46Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490357,24214,2017-01-25T23:43:48Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490359,33017,2017-01-25T23:44:00Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46490360,49693,2017-01-25T23:44:00Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46490361,17026,2017-01-25T23:44:01Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46490362,1042271,2017-01-25T23:42:03Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491169,16256,2017-01-25T23:43:09Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491170,35546,2017-01-25T23:43:10Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491171,52525,2017-01-25T23:43:12Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491172,1141047,2017-01-25T23:43:15Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491173,1020210,2017-01-25T23:43:22Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win8.1,34437
46491174,12548,2017-01-25T23:43:27Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491175,34679,2017-01-25T23:43:30Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491176,23013,2017-01-25T23:43:33Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491177,1004260,2017-01-25T23:43:37Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491178,1018467,2017-01-25T23:43:38Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491179,2012342,2017-01-25T23:43:38Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491180,51859,2017-01-25T23:43:39Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491181,54485,2017-01-25T23:43:47Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491182,1013303,2017-01-25T23:43:47Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491183,1006179,2017-01-25T23:43:48Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491185,1433525,2017-01-25T23:43:52Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491186,38636,2017-01-25T23:43:53Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491187,1022657,2017-01-25T23:43:57Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491188,1713997,2017-01-25T23:43:58Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491189,29452,2017-01-25T23:43:58Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,WinNT,34437
46491190,1011312,2017-01-25T23:43:58Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491191,14996,2017-01-25T23:43:59Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491192,1006954,2017-01-25T23:43:59Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491193,1010500,2017-01-25T23:43:59Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491194,49639,2017-01-25T23:44:08Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491195,34254,2017-01-25T23:44:10Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491196,55219,2017-01-25T23:44:11Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491197,2080928,2017-01-25T23:44:16Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491198,1060,2017-01-25T23:44:19Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491199,50995,2017-01-25T23:44:19Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491200,54241,2017-01-25T23:44:20Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491201,1010325,2017-01-25T23:44:23Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,Android,34437
46491202,1013490,2017-01-25T23:44:26Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491203,44105,2017-01-25T23:44:26Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491204,17821,2017-01-25T23:44:28Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491205,15363,2017-01-25T23:44:28Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491206,51076,2017-01-25T23:44:29Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491207,1017708,2017-01-25T23:44:31Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491208,1010413,2017-01-25T23:44:31Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491209,17295,2017-01-25T23:44:39Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491210,1018039,2017-01-25T23:44:39Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491211,6857,2017-01-25T23:44:42Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491212,17166,2017-01-25T23:44:45Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491213,1010238,2017-01-25T23:44:45Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491214,36621,2017-01-25T23:44:48Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491215,1671613,2017-01-25T23:45:00Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,WinNT,34437
46491216,1010272,2017-01-25T23:45:00Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491217,13993,2017-01-25T23:45:02Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491218,4597,2017-01-25T23:45:03Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win8.1,34437
46491219,33681,2017-01-25T23:45:04Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491220,35133,2017-01-25T23:45:06Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491222,1012357,2017-01-25T23:45:08Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win8,34437
46491223,29748,2017-01-25T23:45:12Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491224,1925542,2017-01-25T23:45:13Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491225,33922,2017-01-25T23:45:14Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491451,1015668,2017-01-25T23:43:17Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491452,32909,2017-01-25T23:43:18Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491453,2211,2017-01-25T23:43:19Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491455,1022443,2017-01-25T23:43:25Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491456,22143,2017-01-25T23:43:26Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491457,55742,2017-01-25T23:43:28Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491458,1226108,2017-01-25T23:43:28Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491461,1672735,2017-01-25T23:43:31Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491462,1009711,2017-01-25T23:43:33Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491463,40396,2017-01-25T23:43:34Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491464,32675,2017-01-25T23:43:37Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491465,47668,2017-01-25T23:43:38Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491466,1597869,2017-01-25T23:43:44Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491467,23300,2017-01-25T23:43:44Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491468,1020133,2017-01-25T23:43:50Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491469,4610,2017-01-25T23:43:53Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491471,1016947,2017-01-25T23:43:59Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491472,11885,2017-01-25T23:44:00Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491473,1006033,2017-01-25T23:44:01Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491474,1008394,2017-01-25T23:44:05Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491475,10814,2017-01-25T23:44:08Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491476,38681,2017-01-25T23:44:08Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,Android,34437
46491477,42325,2017-01-25T23:44:11Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491479,1079455,2017-01-25T23:44:12Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491480,1017427,2017-01-25T23:44:13Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491481,1010212,2017-01-25T23:44:14Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win8.1,34437
46491482,16754,2017-01-25T23:44:15Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491483,1017247,2017-01-25T23:44:16Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491484,1396650,2017-01-25T23:44:18Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491485,4565,2017-01-25T23:44:19Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491486,17423,2017-01-25T23:44:23Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491488,1024039,2017-01-25T23:44:28Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491489,37964,2017-01-25T23:44:31Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491490,1855820,2017-01-25T23:44:32Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491491,1004027,2017-01-25T23:44:33Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491492,56321,2017-01-25T23:44:33Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491493,20214,2017-01-25T23:44:34Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491494,1008517,2017-01-25T23:44:36Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win8.1,34437
46491495,1005556,2017-01-25T23:44:37Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491496,47925,2017-01-25T23:44:37Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491497,1006342,2017-01-25T23:44:38Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491498,25446,2017-01-25T23:44:43Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491499,46202,2017-01-25T23:44:44Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491500,22961,2017-01-25T23:44:50Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491502,47604,2017-01-25T23:44:56Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491503,1016505,2017-01-25T23:44:56Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491504,46726,2017-01-25T23:44:57Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491505,41866,2017-01-25T23:45:00Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491506,1672794,2017-01-25T23:45:09Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491507,1023469,2017-01-25T23:45:10Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491508,33311,2017-01-25T23:45:11Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491509,33038,2017-01-25T23:45:15Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
46491510,18179,2017-01-25T23:45:20Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491511,51011,2017-01-25T23:45:23Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491512,8765,2017-01-25T23:45:24Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491513,1015468,2017-01-25T23:45:25Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491514,1616646,2017-01-25T23:45:26Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491515,37946,2017-01-25T23:45:26Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491516,1021565,2017-01-25T23:45:26Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491517,1004902,2017-01-25T23:45:28Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491707,2042890,2017-01-25T23:43:15Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491708,1790649,2017-01-25T23:43:17Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491709,1703020,2017-01-25T23:43:21Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491710,42194,2017-01-25T23:43:22Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491711,46203,2017-01-25T23:43:23Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491712,1023474,2017-01-25T23:43:23Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491713,30859,2017-01-25T23:43:23Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491714,780,2017-01-25T23:43:26Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491715,55777,2017-01-25T23:43:29Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491716,1018378,2017-01-25T23:43:29Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491717,52931,2017-01-25T23:43:32Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,unknown,34437
46491718,54504,2017-01-25T23:43:32Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,,Win7,34437
46491719,1014235,2017-01-25T23:43:32Z,10,9663,13160,2017年寒中・余寒見舞い.寒中見舞い,26491,0,FALSE,1,iOS,34437
